FieldID,auxin,gibberellin,cytokinin,ethylene,abscisicAcid,nitrogen,phosphorus,magnesium,sulfur,silicon,plantGrowth
151662,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,LowGrowth
186921,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
205890,AuxinNA,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
196745,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
166140,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,LowGrowth
145270,AuxinNA,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
152048,AuxinNA,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurLow,siliconLow,HighGrowth
124350,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
157899,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
159126,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurLow,siliconAN,MediumGrowth
150656,AuxinNA,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
207455,AuxinNA,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,LowGrowth
185192,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
157523,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,HighGrowth
183431,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconAN,LowGrowth
190360,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,HighGrowth
173745,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,MediumGrowth
116572,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
168354,AuxinAN,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
132289,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconMN,LowGrowth
119749,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
149735,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconAN,LowGrowth
197975,AuxinAN,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
162651,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
139720,AuxinAN,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,MediumGrowth
133640,AuxinNA,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
181628,AuxinLow,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
139217,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
177602,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
152687,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
152336,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
168954,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,LowGrowth
181500,AuxinNA,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
154728,AuxinNA,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
155106,AuxinNA,gibberellinAN,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
142734,AuxinLow,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconMN,MediumGrowth
150836,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconLow,LowGrowth
170536,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
146008,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
188988,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
163873,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
210239,AuxinLow,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumLow,sulfurMN,siliconLow,LowGrowth
111259,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
186475,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
180494,AuxinNA,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
194272,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
162915,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
188470,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,HighGrowth
160794,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
147347,AuxinLow,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,MediumGrowth
132454,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
132453,AuxinLow,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
124555,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
186979,AuxinLow,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
179262,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
161605,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,HighGrowth
142272,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
210113,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
214380,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
189297,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumLow,sulfurAN,siliconMN,HighGrowth
111401,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
207993,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
197742,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
205500,AuxinNA,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,LowGrowth
181820,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,LowGrowth
152641,AuxinAN,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,HighGrowth
126178,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconMN,HighGrowth
167110,AuxinNA,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
150344,AuxinLow,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
164552,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
113584,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumLow,sulfurMN,siliconAN,LowGrowth
204770,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
181704,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
123795,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,LowGrowth
118423,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconAN,LowGrowth
166794,AuxinLow,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurMN,siliconAN,HighGrowth
166724,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
178017,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,LowGrowth
171974,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumLow,sulfurMN,siliconLow,LowGrowth
175015,AuxinLow,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,LowGrowth
118662,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,HighGrowth
213731,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumMN,sulfurLow,siliconLow,LowGrowth
205193,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
157402,AuxinLow,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,HighGrowth
204779,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
208699,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,HighGrowth
173401,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
133558,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
201218,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
175263,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
199227,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
200916,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurLow,siliconAN,LowGrowth
128340,AuxinNA,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
212285,AuxinNA,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
134757,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,MediumGrowth
172568,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,LowGrowth
133346,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,HighGrowth
182623,AuxinNA,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,HighGrowth
141530,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
181903,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
196703,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
117271,AuxinLow,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
173955,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
112269,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,MediumGrowth
170714,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,MediumGrowth
137178,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,HighGrowth
182694,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
171401,AuxinAN,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconLow,MediumGrowth
174385,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,LowGrowth
208672,AuxinNA,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
204458,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
178743,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,HighGrowth
121258,AuxinNA,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,LowGrowth
189522,AuxinLow,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconLow,LowGrowth
120410,AuxinNA,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
208880,AuxinNA,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,HighGrowth
112242,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconAN,LowGrowth
163800,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
166396,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
191184,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
126774,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumAN,sulfurMN,siliconMN,HighGrowth
210659,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
135593,AuxinNA,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
179148,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
163331,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconMN,MediumGrowth
178122,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumLow,sulfurMN,siliconAN,LowGrowth
139646,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,HighGrowth
132636,AuxinAN,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
114022,AuxinAN,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
204034,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
155367,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconAN,LowGrowth
123193,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,HighGrowth
149395,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
171317,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
159352,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
152607,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumLow,sulfurAN,siliconMN,HighGrowth
132192,AuxinNA,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconAN,HighGrowth
209226,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,MediumGrowth
134621,AuxinAN,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
129577,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
178092,AuxinLow,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
116605,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
168446,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconLow,LowGrowth
157178,AuxinAN,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,LowGrowth
121942,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumAN,sulfurAN,siliconLow,LowGrowth
210623,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
148712,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
159028,AuxinNA,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,LowGrowth
130216,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
213771,AuxinNA,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
157863,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,LowGrowth
184137,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconLow,HighGrowth
149673,AuxinLow,gibberellinAN,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
192597,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
201564,AuxinNA,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
196164,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconMN,MediumGrowth
205774,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
150700,AuxinAN,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconMN,HighGrowth
133732,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
